Chemical formula,Radius A [ang],Radius B [ang],Radius O,Tolerance factor,Lowest distortion,a [ang],b [ang],c [ang],Curie Temperature (K)
GdCuO3,1.11,0.54,1.36,0.919238816,orthorhombic,5.251,5.86,7.265,
GdDyO3,1.11,0.91,1.36,0.769406938,cubic,4.266,4.266,4.266,
GdErO3,1.11,0.89,1.36,0.776246111,cubic,4.219,4.219,4.219,
GdEuO3,1.11,0.95,1.36,0.756083874,cubic,4.259,4.259,4.259,
GdFeO3,1.11,0.65,1.36,0.868932214,orthorhombic,5.33,5.614,7.646,2.5
GdGaO3,1.11,0.62,1.36,0.882097853,orthorhombic,5.305,5.571,7.608,
GdGeO3,1.11,0.53,1.36,0.924102513,cubic,3.881,3.881,3.881,
GdHfO3,1.11,0.71,1.36,0.843745773,orthorhombic,5.492,6.076,7.576,
GdHgO3,1.11,1.11,1.36,0.707106781,cubic,4.191,4.191,4.191,
GdHoO3,1.11,0.9,1.36,0.772811394,cubic,4.243,4.243,4.243,
GdInO3,1.11,0.8,1.36,0.808589699,cubic,4.05,4.05,4.05,
GdIrO3,1.11,0.63,1.36,0.877665201,cubic,3.958,3.958,3.958,
GdKO3,1.11,1.38,1.36,0.637428376,orthorhombic,6.012,6.054,10.052,
GdLaO3,1.11,1.03,1.36,0.730775627,cubic,4.515,4.515,4.515,
GdLiO3,1.11,0.76,1.36,0.823846108,orthorhombic,5,5.798,7.308,
GdLuO3,1.11,0.86,1.36,0.786735923,cubic,4.155,4.155,4.155,
GdMgO3,1.11,0.72,1.36,0.839689303,orthorhombic,5.347,5.732,7.558,
GdMnO3,1.11,0.65,1.36,0.868932214,orthorhombic,5.319,5.74,7.527,
GdMoO3,1.11,0.69,1.36,0.851977439,cubic,3.958,3.958,3.958,
GdNaO3,1.11,1.02,1.36,0.733846113,cubic,3.933,3.933,3.933,
GdNbO3,1.11,0.72,1.36,0.839689303,cubic,4.028,4.028,4.028,
GdNdO3,1.11,0.98,1.36,0.746390491,cubic,4.453,4.453,4.453,
GdNiO3,1.11,0.6,1.36,0.891098852,orthorhombic,5.216,5.505,7.459,
GdNpO3,1.11,0.86,1.36,0.786735923,cubic,4.423,4.423,4.423,
GdOsO3,1.11,0.57,1.36,0.904950129,cubic,3.941,3.941,3.941,
GdPaO3,1.11,0.91,1.36,0.769406938,cubic,4.463,4.463,4.463,
GdPbO3,1.11,0.78,1.36,0.816146612,cubic,4.264,4.264,4.264,
GdPdO3,1.11,0.62,1.36,0.882097853,orthorhombic,5.423,5.911,7.558,
GdPmO3,1.11,0.97,1.36,0.749593884,cubic,4.413,4.413,4.413,
GdPrO3,1.11,0.99,1.36,0.743214362,cubic,4.492,4.492,4.492,
GdPtO3,1.11,0.67,1.36,0.860371305,cubic,4.015,4.015,4.015,
GdPuO3,1.11,0.83,1.36,0.797513128,cubic,4.365,4.365,4.365,
GdRbO3,1.11,1.52,1.36,0.606442274,orthorhombic,6.026,6.051,10.916,
GdReO3,1.11,0.63,1.36,0.877665201,cubic,3.95,3.95,3.95,
GdRhO3,1.11,0.67,1.36,0.860371305,orthorhombic,5.291,5.787,7.654,
GdRuO3,1.11,0.62,1.36,0.882097853,cubic,3.918,3.918,3.918,
GdSbO3,1.11,0.76,1.36,0.823846108,cubic,4.212,4.212,4.212,
GdScO3,1.11,0.75,1.36,0.827750592,orthorhombic,5.462,5.744,7.903,
GdSiO3,1.11,0.4,1.36,0.992360085,cubic,3.702,3.702,3.702,
GdSmO3,1.11,0.96,1.36,0.752824892,cubic,4.385,4.385,4.385,
GdSnO3,1.11,0.69,1.36,0.851977439,cubic,4.109,4.109,4.109,
GdSrO3,1.11,1.18,1.36,0.687619586,orthorhombic,5.868,5.882,9.732,
GdTaO3,1.11,0.72,1.36,0.839689303,cubic,4.006,4.006,4.006,
GdTbO3,1.11,0.92,1.36,0.766032346,cubic,4.292,4.292,4.292,
GdTcO3,1.11,0.6,1.36,0.891098852,cubic,3.938,3.938,3.938,
GdTeO3,1.11,0.97,1.36,0.749593884,cubic,4.236,4.236,4.236,
GdThO3,1.11,0.94,1.36,0.759371195,cubic,4.552,4.552,4.552,
GdTiO3,1.11,0.61,1.36,0.886575507,orthorhombic,5.341,5.687,7.675,
GdTlO3,1.11,0.89,1.36,0.776246111,orthorhombic,5.626,5.984,8.458,
GdTmO3,1.11,0.88,1.36,0.779711495,cubic,4.195,4.195,4.195,
GdUO3,1.11,1.03,1.36,0.730775627,cubic,4.389,4.389,4.389,
GdVO3,1.11,0.64,1.36,0.873276875,orthorhombic,5.336,5.697,7.649,
GdWO3,1.11,0.66,1.36,0.864630569,cubic,3.963,3.963,3.963,
GdYO3,1.11,0.9,1.36,0.772811394,cubic,4.266,4.266,4.266,
GdYbO3,1.11,0.87,1.36,0.783207959,cubic,4.104,4.104,4.104,
GdZnO3,1.11,0.74,1.36,0.831692262,orthorhombic,5.274,5.792,7.52,
GdZrO3,1.11,0.72,1.36,0.839689303,cubic,4.125,4.125,4.125,
GeAcO3,0.63,1.12,1.36,0.567396167,orthorhombic,5.918,6.3,8.815,
GeAgO3,0.63,0.95,1.36,0.609152595,cubic,3.997,3.997,3.997,
GeAlO3,0.63,0.54,1.36,0.740601313,cubic,3.695,3.695,3.695,
GeAsO3,0.63,0.52,1.36,0.74848005,cubic,3.869,3.869,3.869,
GeAuO3,0.63,0.93,1.36,0.614472705,cubic,4.038,4.038,4.038,
GeBO3,0.63,0.27,1.36,0.863277604,cubic,3.374,3.374,3.374,
GeBaO3,0.63,1.35,1.36,0.519240773,orthorhombic,5.186,6.053,11.006,
GeBeO3,0.63,0.45,1.36,0.777426793,cubic,3.457,3.457,3.457,
GeBiO3,0.63,0.9,1.36,0.622629422,cubic,4.262,4.262,4.262,
GeCaO3,0.63,1,1.36,0.59624682,tetragonal,3.467,3.467,5.679,
GeCdO3,0.63,0.95,1.36,0.609152595,orthorhombic,5.348,5.363,8.532,
GeCeO3,0.73,0.87,1.36,0.662714427,orthorhombic,5.774,6.139,8.589,
GeCoO3,0.73,0.53,1.36,0.781932896,cubic,3.713,3.713,3.713,
GeCrO3,0.73,0.55,1.36,0.773745117,cubic,3.782,3.782,3.782,
GeCsO3,0.63,1.67,1.36,0.464403464,orthorhombic,5.682,6.742,9.536,
GeCuO3,0.63,0.68,1.36,0.689775733,cubic,3.725,3.725,3.725,
GeDyO3,0.63,0.99,1.36,0.59878404,cubic,4.278,4.278,4.278,
GeErO3,0.63,0.89,1.36,0.625396664,cubic,4.242,4.242,4.242,
GeEuO3,0.63,1.06,1.36,0.581463841,orthorhombic,5.203,5.204,10,
GeFeO3,0.73,0.59,1.36,0.757873422,cubic,3.774,3.774,3.774,
GeGaO3,0.63,0.62,1.36,0.710678028,cubic,3.838,3.838,3.838,
GeGdO3,0.63,0.94,1.36,0.611801085,cubic,4.308,4.308,4.308,
GeHfO3,0.73,0.71,1.36,0.713938731,orthorhombic,5.421,5.756,7.86,
GeHgO3,0.63,1.11,1.36,0.569693318,cubic,4.129,4.129,4.129,
GeHoO3,0.63,0.9,1.36,0.622629422,cubic,4.255,4.255,4.255,
GeInO3,0.63,0.8,1.36,0.651454859,cubic,4.102,4.102,4.102,
GeIrO3,0.73,0.63,1.36,0.742639785,cubic,3.918,3.918,3.918,
GeKO3,0.63,1.38,1.36,0.513555655,orthorhombic,5.311,6.198,9.294,
GeLaO3,0.63,1.03,1.36,0.58876255,cubic,4.461,4.461,4.461,
GeLiO3,0.63,0.76,1.36,0.66374646,cubic,3.564,3.564,3.564,
GeLuO3,0.63,0.86,1.36,0.633847971,cubic,4.19,4.19,4.19,
GeMgO3,0.63,0.72,1.36,0.676510815,cubic,3.855,3.855,3.855,
GeMnO3,0.73,0.53,1.36,0.781932896,cubic,3.76,3.76,3.76,
GeMoO3,0.73,0.65,1.36,0.735250335,orthorhombic,5.283,5.684,7.696,
GeNaO3,0.63,1.02,1.36,0.591236342,orthorhombic,5.082,5.579,8.635,
GeNbO3,0.73,0.68,1.36,0.72443783,orthorhombic,5.31,5.812,7.795,
GeNdO3,0.63,0.98,1.36,0.601342946,cubic,4.425,4.425,4.425,
GeNiO3,0.73,0.48,1.36,0.803181072,cubic,3.701,3.701,3.701,
GeNpO3,0.63,0.86,1.36,0.633847971,cubic,4.308,4.308,4.308,
GeOsO3,0.63,0.57,1.36,0.729089375,cubic,3.91,3.91,3.91,
GePaO3,0.63,0.91,1.36,0.619886561,rhombohedral,5.963,5.963,5.963,
GePbO3,0.73,0.78,1.36,0.690585595,rhombohedral,6.153,6.153,6.153,
GePdO3,0.73,0.62,1.36,0.746390491,cubic,3.925,3.925,3.925,
GePmO3,0.63,0.97,1.36,0.603923817,cubic,4.397,4.397,4.397,
GePrO3,0.73,0.85,1.36,0.668711843,cubic,4.454,4.454,4.454,
GePtO3,0.63,0.67,1.36,0.693173643,cubic,3.962,3.962,3.962,
GePuO3,0.63,0.83,1.36,0.642530819,cubic,4.341,4.341,4.341,
GeRbO3,0.63,1.52,1.36,0.488591144,orthorhombic,5.43,6.452,9.491,
GeReO3,0.73,0.63,1.36,0.742639785,cubic,3.919,3.919,3.919,
GeRhO3,0.73,0.6,1.36,0.754006721,cubic,3.9,3.9,3.9,
GeRuO3,0.73,0.62,1.36,0.746390491,cubic,3.899,3.899,3.899,
GeSbO3,0.73,0.68,1.36,0.72443783,cubic,4.068,4.068,4.068,
GeScO3,0.63,0.75,1.36,0.666892178,cubic,4.043,4.043,4.043,
GeSiO3,0.73,0.4,1.36,0.839689303,tetragonal,3.419,3.419,4.324,
GeSmO3,0.63,0.96,1.36,0.606526937,cubic,4.381,4.381,4.381,
GeSnO3,0.73,0.69,1.36,0.720903987,orthorhombic,5.274,5.879,7.909,
GeSrO3,0.63,1.18,1.36,0.553993108,orthorhombic,5.208,5.272,10.54,
GeTaO3,0.73,0.68,1.36,0.72443783,rhombohedral,5.255,5.255,5.255,
GeTbO3,0.73,0.76,1.36,0.697100553,cubic,4.296,4.296,4.296,
GeTcO3,0.63,0.6,1.36,0.717929844,cubic,3.901,3.901,3.901,
GeTeO3,0.73,0.97,1.36,0.634271748,cubic,4.166,4.166,4.166,
GeThO3,0.73,0.94,1.36,0.642544858,cubic,4.546,4.546,4.546,
GeTiO3,0.73,0.61,1.36,0.750179275,tetragonal,3.784,3.784,4.218,
GeTlO3,0.63,1.2,1.36,0.549665037,rhombohedral,6.133,6.133,6.133,
GeTmO3,0.63,0.96,1.36,0.606526937,cubic,4.225,4.225,4.225,
GeUO3,0.73,0.89,1.36,0.656823632,cubic,4.319,4.319,4.319,
GeVO3,0.73,0.58,1.36,0.761779986,tetragonal,3.75,3.75,4.232,
GeWO3,0.73,0.66,1.36,0.731610482,tetragonal,3.884,4.015,4.015,
GeYO3,0.63,0.9,1.36,0.622629422,cubic,4.296,4.296,4.296,
GeYbO3,0.63,0.95,1.36,0.609152595,orthorhombic,5.191,5.22,9.326,
GeZnO3,0.63,0.74,1.36,0.670067855,cubic,3.835,3.835,3.835,
GeZrO3,0.73,0.72,1.36,0.710506333,cubic,4.125,4.125,4.125,
HfAcO3,0.83,1.12,1.36,0.624420908,orthorhombic,5.924,6.723,7.772,
HfAgO3,0.83,0.95,1.36,0.670373961,orthorhombic,5.04,5.386,9.549,
HfAlO3,0.83,0.54,1.36,0.815033606,cubic,3.627,3.627,3.627,
HfAsO3,0.83,0.58,1.36,0.798228789,cubic,3.941,3.941,3.941,
HfAuO3,0.83,0.93,1.36,0.676228756,cubic,4.064,4.064,4.064,
HfBO3,0.83,0.27,1.36,0.950039172,cubic,3.399,3.399,3.399,
HfBaO3,0.83,1.35,1.36,0.571425775,orthorhombic,5.992,6.134,10.097,
HfBeO3,0.83,0.45,1.36,0.855560139,cubic,3.411,3.411,3.411,
HfBiO3,0.83,0.9,1.36,0.685205244,cubic,4.312,4.312,4.312,
HfCaO3,0.83,1,1.36,0.656171123,orthorhombic,5.542,5.698,8.453,
HfCdO3,0.83,0.95,1.36,0.670373961,orthorhombic,5.597,5.763,7.943,
HfCeO3,0.83,0.94,1.36,0.673288631,orthorhombic,6.053,6.259,7.645,
HfCoO3,0.83,0.75,1.36,0.733916517,cubic,3.644,3.644,3.644,
HfCrO3,0.83,0.55,1.36,0.810766414,cubic,3.767,3.767,3.767,
HfCsO3,0.83,1.67,1.36,0.511077178,-,-,-,-,
HfCuO3,0.83,0.73,1.36,0.740939642,cubic,3.681,3.681,3.681,
HfDyO3,0.83,1.07,1.36,0.637269074,cubic,4.235,4.235,4.235,
HfErO3,0.83,0.89,1.36,0.6882506,cubic,4.186,4.186,4.186,
HfEuO3,0.83,1.06,1.36,0.639902418,orthorhombic,5.753,5.847,8.535,
HfFeO3,0.83,0.78,1.36,0.723627968,cubic,3.774,3.774,3.774,
HfGaO3,0.83,0.62,1.36,0.782102955,cubic,3.755,3.755,3.755,
HfGdO3,0.83,0.94,1.36,0.673288631,cubic,4.289,4.289,4.289,
HfGeO3,0.83,0.53,1.36,0.819345953,cubic,3.818,3.818,3.818,
HfHgO3,0.83,1.02,1.36,0.65065708,orthorhombic,5.258,5.545,9.34,
HfHoO3,0.83,0.9,1.36,0.685205244,cubic,4.21,4.21,4.21,
HfInO3,0.83,0.8,1.36,0.716927709,cubic,4.06,4.06,4.06,
HfIrO3,0.83,0.63,1.36,0.778172789,cubic,3.918,3.918,3.918,
HfKO3,0.83,1.38,1.36,0.565169289,orthorhombic,6.409,6.878,7.111,
HfLaO3,0.83,1.03,1.36,0.647934666,orthorhombic,5.982,6.231,7.78,
HfLiO3,0.83,0.76,1.36,0.730454647,orthorhombic,5.001,5.535,6.758,
HfLuO3,0.83,0.86,1.36,0.697551284,cubic,4.117,4.117,4.117,
HfMgO3,0.83,0.72,1.36,0.744501851,cubic,3.682,3.682,3.682,
HfMnO3,0.83,0.53,1.36,0.819345953,cubic,3.789,3.789,3.789,
HfMoO3,0.83,0.62,1.36,0.782102955,cubic,3.924,3.924,3.924,
HfNaO3,0.83,1.02,1.36,0.65065708,orthorhombic,5.15,5.273,9.644,
HfNbO3,0.83,0.72,1.36,0.744501851,cubic,4.003,4.003,4.003,
HfNdO3,0.83,0.98,1.36,0.661779423,orthorhombic,6.019,6.141,7.589,
HfNiO3,0.83,0.69,1.36,0.755397,cubic,3.666,3.666,3.666,
HfNpO3,0.83,0.86,1.36,0.697551284,orthorhombic,6.072,6.381,7.21,
HfOsO3,0.83,0.57,1.36,0.80236469,cubic,3.897,3.897,3.897,
HfPaO3,0.83,0.91,1.36,0.682186718,cubic,4.385,4.385,4.385,
HfPbO3,0.83,0.99,1.36,0.658963341,orthorhombic,5.784,5.931,9.531,
HfPdO3,0.83,0.86,1.36,0.697551284,cubic,3.925,3.925,3.925,
HfPmO3,0.83,0.97,1.36,0.664619678,orthorhombic,6,6.078,7.593,
HfPrO3,0.83,0.92,1.36,0.679194671,orthorhombic,6.039,6.197,7.604,
HfPtO3,0.83,0.67,1.36,0.762839335,cubic,3.987,3.987,3.987,
HfPuO3,0.83,0.83,1.36,0.707106781,orthorhombic,6.102,6.245,7.253,
HfRbO3,0.83,1.52,1.36,0.537695782,tetragonal,3.297,3.297,7.003,
HfReO3,0.83,0.63,1.36,0.778172789,cubic,3.91,3.91,3.91,
HfRhO3,0.83,0.61,1.36,0.786073021,cubic,3.881,3.881,3.881,
HfRuO3,0.83,0.68,1.36,0.759099927,cubic,3.866,3.866,3.866,
HfSbO3,0.83,0.68,1.36,0.759099927,cubic,4.147,4.147,4.147,
HfScO3,0.83,0.75,1.36,0.733916517,cubic,3.939,3.939,3.939,
HfSiO3,0.83,0.4,1.36,0.879865824,cubic,3.616,3.616,3.616,
HfSmO3,0.83,1.22,1.36,0.600218547,cubic,4.359,4.359,4.359,
HfSnO3,0.83,0.69,1.36,0.755397,orthorhombic,5.842,6.01,8.534,
HfSrO3,0.83,1.18,1.36,0.609670807,orthorhombic,5.787,5.903,9.284,
HfTaO3,0.83,0.72,1.36,0.744501851,cubic,3.984,3.984,3.984,
HfTbO3,0.83,0.92,1.36,0.679194671,cubic,4.261,4.261,4.261,
HfTcO3,0.83,0.6,1.36,0.790083597,cubic,3.885,3.885,3.885,
HfTeO3,0.83,0.97,1.36,0.664619678,cubic,4.198,4.198,4.198,
HfThO3,0.83,0.94,1.36,0.673288631,cubic,4.534,4.534,4.534,
HfTiO3,0.83,0.61,1.36,0.786073021,cubic,3.831,3.831,3.831,
HfTlO3,0.83,1.2,1.36,0.604907754,orthorhombic,6.019,6.043,8.043,
HfTmO3,0.83,1.03,1.36,0.647934666,cubic,4.159,4.159,4.159,
HfUO3,0.83,1.03,1.36,0.647934666,orthorhombic,6.015,6.445,7.303,
HfVO3,0.83,0.79,1.36,0.720262256,cubic,3.804,3.804,3.804,
HfWO3,0.83,0.66,1.36,0.766615768,cubic,3.937,3.937,3.937,
HfYO3,0.83,0.9,1.36,0.685205244,cubic,4.233,4.233,4.233,
HfYbO3,0.83,0.95,1.36,0.670373961,orthorhombic,5.539,5.697,8.202,
HfZnO3,0.83,0.74,1.36,0.737411358,cubic,3.765,3.765,3.765,
HfZrO3,0.83,0.72,1.36,0.744501851,cubic,4.11,4.11,4.11,
HgAcO3,1.14,1.12,1.36,0.712809255,cubic,4.568,4.568,4.568,
HgAgO3,1.14,0.95,1.36,0.765267079,orthorhombic,5.544,5.707,7.993,
HgAlO3,1.14,0.54,1.36,0.930403659,orthorhombic,5.376,5.383,7.256,
HgAsO3,1.19,0.46,1.36,0.990726534,rhombohedral,5.54,5.54,5.54,
HgAuO3,1.14,0.93,1.36,0.771950634,orthorhombic,5.58,5.691,8.075,
HgBO3,1.14,0.27,1.36,1.084519603,cubic,3.517,3.517,3.517,
HgBaO3,1.14,1.35,1.36,0.652312529,orthorhombic,6.532,6.572,8.62,
HgBeO3,1.14,0.45,1.36,0.976666825,cubic,3.605,3.605,3.605,
HgBiO3,1.19,0.76,1.36,0.850529383,rhombohedral,5.967,5.967,5.967,
HgCaO3,1.14,1,1.36,0.749053794,cubic,4.287,4.287,4.287,
HgCdO3,1.14,0.95,1.36,0.765267079,cubic,4.122,4.122,4.122,
HgCeO3,1.14,0.94,1.36,0.768594327,cubic,4.5,4.5,4.5,
HgCoO3,1.14,0.53,1.36,0.93532643,rhombohedral,5.275,5.275,5.275,
HgCrO3,1.19,0.49,1.36,0.974660698,orthorhombic,5.426,5.478,7.543,
HgCsO3,1.14,1.67,1.36,0.583421437,cubic,4.437,4.437,4.437,
HgCuO3,1.14,0.68,1.36,0.866552428,orthorhombic,5.315,5.424,7.538,
HgDyO3,1.14,0.99,1.36,0.752241257,cubic,4.332,4.332,4.332,
HgErO3,1.14,0.89,1.36,0.785674201,cubic,4.294,4.294,4.294,
HgEuO3,1.14,1.06,1.36,0.730482212,orthorhombic,6.05,6.236,7.991,
HgFeO3,1.14,0.59,1.36,0.906547155,orthorhombic,5.37,5.438,7.639,
HgGaO3,1.14,0.62,1.36,0.892811592,orthorhombic,5.297,5.496,7.824,
HgGdO3,1.14,0.94,1.36,0.768594327,cubic,4.373,4.373,4.373,
HgGeO3,1.14,0.53,1.36,0.93532643,rhombohedral,5.376,5.376,5.376,
HgHfO3,1.14,0.71,1.36,0.853993697,rhombohedral,5.758,5.758,5.758,
HgHoO3,1.14,0.9,1.36,0.782197767,cubic,4.311,4.311,4.311,
HgInO3,1.14,0.8,1.36,0.818410626,cubic,4.14,4.14,4.14,
HgIrO3,1.19,0.57,1.36,0.934260255,rhombohedral,5.434,5.434,5.434,
HgKO3,1.14,1.38,1.36,0.645170421,cubic,4.303,4.303,4.303,
HgLaO3,1.14,1.03,1.36,0.739651445,cubic,4.459,4.459,4.459,
HgLiO3,1.14,0.76,1.36,0.833852336,cubic,3.713,3.713,3.713,
HgLuO3,1.14,0.86,1.36,0.79629142,cubic,4.236,4.236,4.236,
HgMgO3,1.14,0.72,1.36,0.849887958,cubic,3.9,3.9,3.9,
HgMnO3,1.14,0.53,1.36,0.93532643,orthorhombic,5.379,5.43,7.599,
HgMoO3,1.19,0.61,1.36,0.915290504,cubic,3.961,3.961,3.961,
HgNaO3,1.14,1.02,1.36,0.742759224,cubic,4.049,4.049,4.049,
HgNbO3,1.19,0.64,1.36,0.901561146,tetragonal,3.985,3.985,4.152,
HgNdO3,1.14,0.98,1.36,0.755455963,cubic,4.475,4.475,4.475,
HgNiO3,1.14,0.48,1.36,0.960742909,orthorhombic,5.384,5.488,7.449,
HgNpO3,1.14,0.86,1.36,0.79629142,orthorhombic,5.87,5.956,8.616,
HgOsO3,1.14,0.57,1.36,0.915941426,rhombohedral,5.41,5.41,5.41,
HgPaO3,1.14,0.91,1.36,0.778751962,rhombohedral,6.126,6.126,6.126,
HgPbO3,1.14,0.99,1.36,0.752241257,orthorhombic,5.774,5.816,8.351,
HgPdO3,1.14,0.62,1.36,0.892811592,orthorhombic,5.486,5.599,7.84,
HgPmO3,1.14,0.97,1.36,0.758698263,cubic,4.432,4.432,4.432,
HgPrO3,1.14,0.92,1.36,0.775336383,cubic,4.503,4.503,4.503,
HgPtO3,1.14,0.67,1.36,0.870821159,orthorhombic,5.528,5.6,7.847,
HgPuO3,1.14,0.83,1.36,0.807199522,rhombohedral,6.063,6.063,6.063,
HgRbO3,1.14,1.52,1.36,0.61380797,cubic,4.322,4.322,4.322,
HgReO3,1.19,0.58,1.36,0.92944448,cubic,3.937,3.937,3.937,
HgRhO3,1.14,0.6,1.36,0.901921915,rhombohedral,5.43,5.43,5.43,
HgRuO3,1.19,0.57,1.36,0.934260255,rhombohedral,5.424,5.424,5.424,
HgSbO3,1.19,0.6,1.36,0.919960353,orthorhombic,5.694,5.771,8.207,
HgScO3,1.14,0.75,1.36,0.837804243,orthorhombic,5.518,5.705,8.001,
HgSiO3,1.14,0.4,1.36,1.004413041,tetragonal,3.376,3.376,4.762,
HgSmO3,1.14,0.96,1.36,0.761968514,cubic,4.416,4.416,4.416,
HgSnO3,1.14,0.69,1.36,0.862325343,rhombohedral,5.7,5.7,5.7,
HgSrO3,1.14,1.18,1.36,0.695971241,cubic,4.46,4.46,4.46,
HgTaO3,1.19,0.64,1.36,0.901561146,cubic,4.019,4.019,4.019,
HgTbO3,1.14,0.84,1.36,0.803530433,cubic,4.351,4.351,4.351,
HgTcO3,1.14,0.6,1.36,0.901921915,orthorhombic,5.527,5.542,7.769,
HgTeO3,1.14,0.97,1.36,0.758698263,orthorhombic,5.765,5.857,8.315,
HgThO3,1.14,0.94,1.36,0.768594327,cubic,4.536,4.536,4.536,
HgTiO3,1.14,0.61,1.36,0.897343631,rhombohedral,5.508,5.508,5.508,
HgTlO3,1.14,1.2,1.36,0.690533966,cubic,4.207,4.207,4.207,
HgTmO3,1.14,0.96,1.36,0.761968514,cubic,4.27,4.27,4.27,
HgUO3,1.19,0.76,1.36,0.850529383,tetragonal,4.323,4.323,4.341,
HgVO3,1.14,0.58,1.36,0.911220079,orthorhombic,5.372,5.384,7.796,
HgWO3,1.19,0.62,1.36,0.910667824,cubic,3.966,3.966,3.966,
HgYO3,1.14,0.9,1.36,0.782197767,cubic,4.357,4.357,4.357,
HgYbO3,1.14,0.95,1.36,0.765267079,cubic,4.168,4.168,4.168,
HgZnO3,1.14,0.74,1.36,0.841793787,cubic,3.881,3.881,3.881,
HgZrO3,1.14,0.72,1.36,0.849887958,rhombohedral,5.821,5.821,5.821,
HoAcO3,1.12,1.12,1.36,0.707106781,orthorhombic,6.113,6.255,8.953,
HoAgO3,1.12,0.75,1.36,0.831101809,cubic,4.012,4.012,4.012,
HoAlO3,1.12,0.54,1.36,0.92296043,orthorhombic,5.149,5.345,7.36,
HoAsO3,1.12,0.58,1.36,0.903930318,cubic,3.985,3.985,3.985,
HoAuO3,1.12,0.93,1.36,0.765775029,cubic,4.088,4.088,4.088,
HoBO3,1.12,0.27,1.36,1.075843446,cubic,3.443,3.443,3.443,
HoBaO3,1.12,1.35,1.36,0.647094029,orthorhombic,6.493,6.782,8.309,
HoBeO3,1.12,0.45,1.36,0.96885349,tetragonal,3.294,3.294,4.362,
HoBiO3,1.12,0.9,1.36,0.775940185,cubic,4.361,4.361,4.361,
HoCaO3,1.12,1,1.36,0.743061363,cubic,4.115,4.115,4.115,
HoCdO3,1.12,0.95,1.36,0.759144943,cubic,4.083,4.083,4.083,
HoCeO3,1.12,0.87,1.36,0.786378842,cubic,4.532,4.532,4.532,
HoCoO3,1.12,0.61,1.36,0.890164882,orthorhombic,5.157,5.558,7.44,
HoCrO3,1.12,0.62,1.36,0.8856691,orthorhombic,5.247,5.561,7.561,
HoCsO3,1.12,1.67,1.36,0.578754065,orthorhombic,5.111,6.032,11.81,
HoCuO3,1.12,0.54,1.36,0.92296043,orthorhombic,5.195,5.84,7.163,
HoDyO3,1.12,0.99,1.36,0.746223327,cubic,4.257,4.257,4.257,
HoErO3,1.12,0.89,1.36,0.779388808,cubic,4.208,4.208,4.208,
HoEuO3,1.12,1.06,1.36,0.724638354,orthorhombic,5.675,5.788,9.252,
HoFeO3,1.12,0.65,1.36,0.872450158,orthorhombic,5.264,5.587,7.597,
HoGaO3,1.12,0.62,1.36,0.8856691,orthorhombic,5.239,5.542,7.536,
HoGdO3,1.12,0.94,1.36,0.762445573,cubic,4.312,4.312,4.312,
HoGeO3,1.12,0.53,1.36,0.927843819,cubic,3.86,3.86,3.86,
HoHfO3,1.12,0.71,1.36,0.847161748,cubic,4.068,4.068,4.068,
HoHgO3,1.12,1.11,1.36,0.709969562,cubic,4.181,4.181,4.181,
HoInO3,1.12,0.8,1.36,0.811863341,cubic,4.089,4.089,4.089,
HoIrO3,1.12,0.63,1.36,0.881218501,cubic,3.944,3.944,3.944,
HoKO3,1.12,1.38,1.36,0.640009057,orthorhombic,5.904,5.929,10.216,
HoLaO3,1.12,1.03,1.36,0.733734233,cubic,4.508,4.508,4.508,
HoLiO3,1.12,0.76,1.36,0.827181518,cubic,3.622,3.622,3.622,
HoLuO3,1.12,0.86,1.36,0.789921089,cubic,4.146,4.146,4.146,
HoMgO3,1.12,0.72,1.36,0.843088854,cubic,3.797,3.797,3.797,
HoMnO3,1.12,0.65,1.36,0.872450158,orthorhombic,5.257,5.71,7.464,1298
HoMoO3,1.12,0.65,1.36,0.872450158,cubic,3.949,3.949,3.949,
HoNaO3,1.12,1.02,1.36,0.73681715,cubic,3.91,3.91,3.91,
HoNbO3,1.12,0.68,1.36,0.859620009,cubic,4.021,4.021,4.021,
HoNdO3,1.12,0.98,1.36,0.749412315,cubic,4.448,4.448,4.448,
HoNiO3,1.12,0.6,1.36,0.894706539,orthorhombic,5.143,5.517,7.365,
HoNpO3,1.12,0.86,1.36,0.789921089,cubic,4.401,4.401,4.401,
HoOsO3,1.12,0.57,1.36,0.908613895,cubic,3.931,3.931,3.931,
HoPaO3,1.12,0.91,1.36,0.772521946,cubic,4.461,4.461,4.461,
HoPbO3,1.12,0.78,1.36,0.819450849,cubic,4.274,4.274,4.274,
HoPdO3,1.12,0.62,1.36,0.8856691,cubic,3.946,3.946,3.946,
HoPmO3,1.12,0.97,1.36,0.752628677,cubic,4.406,4.406,4.406,
HoPrO3,1.12,0.85,1.36,0.793495392,cubic,4.485,4.485,4.485,
HoPtO3,1.12,0.67,1.36,0.86385459,cubic,4.006,4.006,4.006,
HoPuO3,1.12,0.83,1.36,0.800741926,cubic,4.361,4.361,4.361,
HoRbO3,1.12,1.52,1.36,0.608897506,orthorhombic,6.129,6.181,9.477,
