Chemical formula,Radius A [ang],Radius B [ang],Radius O,Tolerance factor,Lowest distortion,a [ang],b [ang],c [ang],Curie Temperature (K)
NpYbO3,0.98,0.95,1.36,0.716289986,cubic,4.136,4.136,4.136,
NpZnO3,0.98,0.74,1.36,0.787918985,cubic,3.871,3.871,3.871,
NpZrO3,0.98,0.72,1.36,0.795495129,orthorhombic,5.662,6.14,7.851,
OsAcO3,0.57,1.12,1.36,0.550288745,orthorhombic,6.186,6.51,8.59,
OsAgO3,0.57,0.95,1.36,0.590786185,orthorhombic,5.268,5.685,8.902,
OsAlO3,0.57,0.54,1.36,0.718271625,cubic,3.665,3.665,3.665,
OsAsO3,0.57,0.52,1.36,0.725912813,cubic,3.871,3.871,3.871,
OsAuO3,0.57,0.93,1.36,0.59594589,cubic,4.051,4.051,4.051,
OsBO3,0.57,0.27,1.36,0.837249134,cubic,3.382,3.382,3.382,
OsBaO3,0.57,1.35,1.36,0.503585272,cubic,4.577,4.577,4.577,
OsBeO3,0.57,0.45,1.36,0.753986789,cubic,3.408,3.408,3.408,
OsBiO3,0.57,0.9,1.36,0.603856676,cubic,4.234,4.234,4.234,
OsCaO3,0.57,1,1.36,0.578269529,-,-,-,-,
OsCdO3,0.57,0.95,1.36,0.590786185,cubic,4.087,4.087,4.087,
OsCeO3,0.57,0.94,1.36,0.593354821,cubic,4.513,4.513,4.513,
OsCoO3,0.57,0.63,1.36,0.685786979,cubic,3.675,3.675,3.675,
OsCrO3,0.57,0.58,1.36,0.703461901,cubic,3.809,3.809,3.809,
OsCsO3,0.57,1.67,1.36,0.450401349,orthorhombic,6.722,7.19,10.107,
OsCuO3,0.57,0.68,1.36,0.668978474,cubic,3.722,3.722,3.722,
OsDyO3,0.57,0.99,1.36,0.58073025,cubic,4.274,4.274,4.274,
OsErO3,0.57,0.89,1.36,0.606540483,cubic,4.231,4.231,4.231,
OsEuO3,0.57,1.06,1.36,0.563932268,cubic,4.272,4.272,4.272,
OsFeO3,0.57,0.67,1.36,0.672273935,cubic,3.817,3.817,3.817,
OsGaO3,0.57,0.62,1.36,0.689250549,cubic,3.808,3.808,3.808,
OsGdO3,0.57,0.94,1.36,0.593354821,cubic,4.322,4.322,4.322,
OsGeO3,0.57,0.63,1.36,0.685786979,cubic,3.766,3.766,3.766,
OsHfO3,0.57,0.71,1.36,0.659283134,cubic,4.062,4.062,4.062,
OsHgO3,0.57,1.11,1.36,0.552516635,cubic,4.152,4.152,4.152,
OsHoO3,0.57,0.9,1.36,0.603856676,cubic,4.252,4.252,4.252,
OsInO3,0.57,0.8,1.36,0.631813004,cubic,4.096,4.096,4.096,
OsIrO3,0.57,0.63,1.36,0.685786979,cubic,3.919,3.919,3.919,
OsKO3,0.57,1.38,1.36,0.498071565,cubic,4.312,4.312,4.312,
OsLaO3,0.57,1.03,1.36,0.571010915,cubic,4.473,4.473,4.473,
OsLiO3,0.57,0.76,1.36,0.643734004,orthorhombic,5.131,5.457,6.522,
OsLuO3,0.57,0.86,1.36,0.614736976,cubic,4.165,4.165,4.165,
OsMgO3,0.57,0.72,1.36,0.656113504,cubic,3.698,3.698,3.698,
OsMnO3,0.57,0.62,1.36,0.689250549,cubic,3.797,3.797,3.797,
OsMoO3,0.57,0.62,1.36,0.689250549,cubic,3.922,3.922,3.922,
OsNaO3,0.57,1.02,1.36,0.573410121,cubic,3.834,3.834,3.834,
OsNbO3,0.57,0.68,1.36,0.668978474,cubic,4.001,4.001,4.001,
OsNdO3,0.57,0.98,1.36,0.583212003,cubic,4.438,4.438,4.438,
OsNiO3,0.57,0.59,1.36,0.699854404,cubic,3.696,3.696,3.696,
OsNpO3,0.57,0.86,1.36,0.614736976,cubic,4.301,4.301,4.301,
OsPaO3,0.57,0.91,1.36,0.601196514,cubic,4.362,4.362,4.362,
OsPbO3,0.57,0.99,1.36,0.58073025,cubic,4.196,4.196,4.196,
OsPdO3,0.57,0.75,1.36,0.646784876,cubic,3.931,3.931,3.931,
OsPmO3,0.57,0.97,1.36,0.585715059,cubic,4.403,4.403,4.403,
OsPrO3,0.57,0.92,1.36,0.598559688,cubic,4.472,4.472,4.472,
OsPtO3,0.57,0.67,1.36,0.672273935,cubic,3.975,3.975,3.975,
OsPuO3,0.57,0.83,1.36,0.623158031,cubic,4.313,4.313,4.313,
OsRbO3,0.57,1.52,1.36,0.473859753,cubic,4.297,4.297,4.297,
OsReO3,0.57,0.57,1.36,0.707106781,cubic,3.9,3.9,3.9,
OsRhO3,0.57,0.61,1.36,0.692749283,cubic,3.899,3.899,3.899,
OsRuO3,0.57,0.62,1.36,0.689250549,cubic,3.883,3.883,3.883,
OsSbO3,0.57,0.68,1.36,0.668978474,cubic,4.041,4.041,4.041,
OsScO3,0.57,0.75,1.36,0.646784876,cubic,4.002,4.002,4.002,
OsSiO3,0.57,0.4,1.36,0.775406868,cubic,3.611,3.611,3.611,
OsSmO3,0.57,0.96,1.36,0.588239693,cubic,4.381,4.381,4.381,
OsSnO3,0.57,0.69,1.36,0.665715165,cubic,4.024,4.024,4.024,
OsSrO3,0.57,1.18,1.36,0.537289798,cubic,4.413,4.413,4.413,
OsTaO3,0.57,0.68,1.36,0.668978474,cubic,3.978,3.978,3.978,
OsTbO3,0.57,0.84,1.36,0.620325494,cubic,4.296,4.296,4.296,
OsTcO3,0.57,0.6,1.36,0.696283718,cubic,3.89,3.89,3.89,
OsTeO3,0.57,0.77,1.36,0.640711778,cubic,4.134,4.134,4.134,
OsThO3,0.57,0.94,1.36,0.593354821,cubic,4.538,4.538,4.538,
OsTiO3,0.57,0.71,1.36,0.659283134,cubic,3.855,3.855,3.855,
OsTlO3,0.57,1.2,1.36,0.533092222,cubic,4.201,4.201,4.201,
OsTmO3,0.57,0.96,1.36,0.588239693,cubic,4.207,4.207,4.207,
OsUO3,0.57,0.85,1.36,0.617518592,cubic,4.306,4.306,4.306,
OsVO3,0.57,0.64,1.36,0.682358044,cubic,3.794,3.794,3.794,
OsWO3,0.57,0.63,1.36,0.685786979,cubic,3.926,3.926,3.926,
OsYO3,0.57,0.9,1.36,0.603856676,cubic,4.282,4.282,4.282,
OsYbO3,0.57,0.95,1.36,0.590786185,cubic,4.125,4.125,4.125,
OsZnO3,0.57,0.74,1.36,0.649864804,cubic,3.809,3.809,3.809,
OsZrO3,0.57,0.72,1.36,0.656113504,cubic,4.117,4.117,4.117,
PaAcO3,0.95,1.12,1.36,0.658635752,cubic,4.678,4.678,4.678,
PaAgO3,0.95,0.95,1.36,0.707106781,orthorhombic,5.835,6.235,7.516,
PaAlO3,0.95,0.54,1.36,0.859692981,orthorhombic,5.383,5.388,7.551,
PaAsO3,0.95,0.52,1.36,0.868838651,cubic,4.053,4.053,4.053,
PaAuO3,0.95,0.93,1.36,0.713282386,orthorhombic,6.417,6.963,7.271,
PaBO3,0.95,0.27,1.36,1.002096113,cubic,3.614,3.614,3.614,
PaBaO3,0.95,1.35,1.36,0.602736777,orthorhombic,6.694,6.734,8.348,
PaBeO3,0.95,0.45,1.36,0.902440146,orthorhombic,5.085,5.168,7.297,
PaBiO3,0.95,0.9,1.36,0.722750737,cubic,4.341,4.341,4.341,
PaCaO3,0.95,1,1.36,0.692125705,cubic,4.158,4.158,4.158,
PaCdO3,0.95,0.95,1.36,0.707106781,orthorhombic,5.684,6.127,8.178,
PaCeO3,0.95,0.94,1.36,0.710181158,cubic,4.542,4.542,4.542,
PaCoO3,0.95,0.63,1.36,0.820812394,cubic,3.77,3.77,3.77,
PaCrO3,0.95,0.58,1.36,0.841967353,cubic,3.891,3.891,3.891,
PaCsO3,0.95,1.67,1.36,0.539081407,-,-,-,-,
PaCuO3,0.95,0.68,1.36,0.800694443,orthorhombic,5.311,5.98,7.435,
PaDyO3,0.95,0.99,1.36,0.695070921,cubic,4.279,4.279,4.279,
PaErO3,0.95,0.89,1.36,0.725962962,cubic,4.24,4.24,4.24,
PaEuO3,0.95,1.06,1.36,0.674965564,orthorhombic,5.734,5.957,9.356,
PaFeO3,0.95,0.67,1.36,0.804638751,cubic,3.888,3.888,3.888,
PaGaO3,0.95,0.62,1.36,0.824957911,rhombohedral,5.5,5.5,5.5,
PaGdO3,0.95,0.94,1.36,0.710181158,cubic,4.328,4.328,4.328,
PaGeO3,0.95,0.63,1.36,0.820812394,cubic,3.923,3.923,3.923,
PaHfO3,0.95,0.71,1.36,0.789090176,cubic,4.095,4.095,4.095,
PaHgO3,0.95,1.11,1.36,0.661302293,orthorhombic,5.699,6.204,8.868,
PaHoO3,0.95,0.9,1.36,0.722750737,cubic,4.256,4.256,4.256,
PaInO3,0.95,0.8,1.36,0.756211419,cubic,4.082,4.082,4.082,
PaIrO3,0.95,0.63,1.36,0.820812394,cubic,3.997,3.997,3.997,
PaKO3,0.95,1.38,1.36,0.596137469,orthorhombic,5.479,5.791,11.298,
PaLaO3,0.95,1.03,1.36,0.683437935,cubic,4.519,4.519,4.519,
PaLiO3,0.95,0.76,1.36,0.770479559,orthorhombic,5.195,5.751,7.383,
PaLuO3,0.95,0.86,1.36,0.735773272,cubic,4.167,4.167,4.167,
PaMgO3,0.95,0.72,1.36,0.785296473,cubic,3.806,3.806,3.806,
PaMnO3,0.95,0.62,1.36,0.824957911,cubic,3.916,3.916,3.916,
PaMoO3,0.95,0.62,1.36,0.824957911,cubic,4.017,4.017,4.017,
PaNaO3,0.95,1.02,1.36,0.686309523,orthorhombic,5.442,5.714,8.898,
PaNbO3,0.95,0.68,1.36,0.800694443,cubic,4.064,4.064,4.064,
PaNdO3,0.95,0.98,1.36,0.69804131,cubic,4.452,4.452,4.452,
PaNiO3,0.95,0.59,1.36,0.837649572,cubic,3.8,3.8,3.8,
PaNpO3,0.95,0.86,1.36,0.735773272,cubic,4.354,4.354,4.354,
PaOsO3,0.95,0.57,1.36,0.846329878,cubic,3.977,3.977,3.977,
PaPbO3,0.95,0.99,1.36,0.695070921,orthorhombic,5.806,6.046,9.891,
PaPdO3,0.95,0.75,1.36,0.774131121,cubic,4.007,4.007,4.007,
PaPmO3,0.95,0.97,1.36,0.701037195,cubic,4.422,4.422,4.422,
PaPrO3,0.95,0.92,1.36,0.716410818,cubic,4.499,4.499,4.499,
PaPtO3,0.95,0.67,1.36,0.804638751,cubic,4.061,4.061,4.061,
PaPuO3,0.95,0.83,1.36,0.745852358,-,-,-,-,
PaRbO3,0.95,1.52,1.36,0.567158564,orthorhombic,5.412,5.796,12.459,
PaReO3,0.95,0.57,1.36,0.846329878,cubic,3.975,3.975,3.975,
PaRhO3,0.95,0.61,1.36,0.829145515,cubic,3.961,3.961,3.961,
PaRuO3,0.95,0.62,1.36,0.824957911,cubic,3.94,3.94,3.94,
PaSbO3,0.95,0.68,1.36,0.800694443,cubic,4.26,4.26,4.26,
PaScO3,0.95,0.75,1.36,0.774131121,cubic,4.026,4.026,4.026,
PaSiO3,0.95,0.4,1.36,0.92807765,cubic,3.82,3.82,3.82,
PaSmO3,0.95,0.96,1.36,0.704058907,cubic,4.397,4.397,4.397,
PaSnO3,0.95,0.69,1.36,0.796788617,cubic,4.103,4.103,4.103,
PaSrO3,0.95,1.18,1.36,0.643077427,tetragonal,3.796,3.796,6.049,
PaTaO3,0.95,0.68,1.36,0.800694443,cubic,4.029,4.029,4.029,
PaTbO3,0.95,0.84,1.36,0.74246212,cubic,4.302,4.302,4.302,
PaTcO3,0.95,0.6,1.36,0.833375849,cubic,3.962,3.962,3.962,
PaTeO3,0.95,0.77,1.36,0.766862284,cubic,4.255,4.255,4.255,
PaThO3,0.95,0.94,1.36,0.710181158,cubic,4.579,4.579,4.579,
PaTiO3,0.95,0.71,1.36,0.789090176,orthorhombic,5.419,6.01,7.555,
PaTlO3,0.95,1.2,1.36,0.638053385,orthorhombic,5.991,6.276,8.464,
PaTmO3,0.95,0.96,1.36,0.704058907,cubic,4.214,4.214,4.214,
PaUO3,0.95,0.85,1.36,0.739102563,-,-,-,-,
PaVO3,0.95,0.64,1.36,0.816708332,cubic,3.927,3.927,3.927,
PaWO3,0.95,0.63,1.36,0.820812394,cubic,4.022,4.022,4.022,
PaYO3,0.95,0.9,1.36,0.722750737,cubic,4.274,4.274,4.274,
PaYbO3,0.95,0.95,1.36,0.707106781,cubic,5.016,5.016,5.016,
PaZnO3,0.95,0.74,1.36,0.777817459,cubic,3.879,3.879,3.879,
PaZrO3,0.95,0.72,1.36,0.785296473,cubic,4.147,4.147,4.147,
PbAcO3,1.49,1.12,1.36,0.812602551,cubic,4.633,4.633,4.633,
PbAgO3,1.49,0.95,1.36,0.87240447,orthorhombic,5.52,5.787,8.323,
PbAlO3,1.49,0.54,1.36,1.060660172,orthorhombic,5.314,5.413,7.534,
PbAsO3,1.49,0.52,1.36,1.071943791,tetragonal,3.874,3.874,4.556,
PbAuO3,1.49,0.93,1.36,0.880023723,orthorhombic,5.683,5.928,8.094,
PbBO3,1.49,0.27,1.36,1.236352347,cubic,3.532,3.532,3.532,
PbBaO3,1.49,1.35,1.36,0.743636283,orthorhombic,6.153,6.322,9.889,
PbBeO3,0.94,0.45,1.36,0.898533479,cubic,3.609,3.609,3.609,
PbBiO3,1.49,0.9,1.36,0.891705454,rhombohedral,6.021,6.021,6.021,
PbCaO3,1.49,1,1.36,0.853921325,cubic,4.31,4.31,4.31,
PbCdO3,1.49,0.95,1.36,0.87240447,cubic,4.171,4.171,4.171,
PbCeO3,1.49,0.87,1.36,0.903701492,cubic,4.509,4.509,4.509,
PbCoO3,1.49,0.53,1.36,1.06627213,orthorhombic,5.301,5.541,7.793,
PbCrO3,1.49,0.55,1.36,1.055106977,orthorhombic,5.425,5.554,7.724,
PbCsO3,1.49,1.67,1.36,0.665100438,orthorhombic,4.87,5.785,13.158,
PbCuO3,1.49,0.68,1.36,0.987869768,orthorhombic,5.275,5.674,7.582,
PbDyO3,1.49,0.99,1.36,0.857555033,orthorhombic,5.805,6.055,8.466,
PbErO3,1.49,0.89,1.36,0.89566859,orthorhombic,5.766,6.019,8.405,
PbEuO3,1.49,1.06,1.36,0.832749722,orthorhombic,5.932,5.958,8.651,
PbFeO3,1.49,0.59,1.36,1.033463757,orthorhombic,5.42,5.599,7.768,
PbGaO3,1.49,0.62,1.36,1.017805215,orthorhombic,5.418,5.595,7.732,
PbGdO3,1.49,0.94,1.36,0.876197533,orthorhombic,5.838,6.085,8.536,
PbGeO3,1.49,0.53,1.36,1.06627213,tetragonal,3.668,3.668,4.715,
PbHfO3,1.49,0.71,1.36,0.973552815,orthorhombic,5.759,5.829,8.193,
PbHgO3,1.49,1.11,1.36,0.81589244,orthorhombic,5.481,5.721,9.439,
PbHoO3,1.49,0.9,1.36,0.891705454,orthorhombic,5.782,6.041,8.423,
PbInO3,1.49,0.8,1.36,0.932988114,orthorhombic,5.671,5.912,8.235,
PbIrO3,1.49,0.63,1.36,1.012690616,orthorhombic,5.538,5.721,7.871,
PbKO3,1.49,1.38,1.36,0.73549428,orthorhombic,5.353,6.47,10.555,
PbLaO3,1.49,1.03,1.36,0.843202647,cubic,4.5,4.5,4.5,
PbLiO3,1.49,0.76,1.36,0.950591663,cubic,3.727,3.727,3.727,
PbLuO3,1.49,0.86,1.36,0.907772219,orthorhombic,5.714,5.96,8.316,
PbMgO3,1.49,0.72,1.36,0.968872272,cubic,3.93,3.93,3.93,
PbMnO3,1.49,0.53,1.36,1.06627213,orthorhombic,5.442,5.536,7.743,
PbMoO3,1.49,0.65,1.36,1.002614093,tetragonal,3.999,3.999,4.043,
PbNaO3,1.49,1.02,1.36,0.846745515,orthorhombic,5.683,5.717,8.221,
PbNbO3,1.49,0.68,1.36,0.987869768,orthorhombic,5.739,5.764,8.148,
PbNdO3,1.49,0.98,1.36,0.861219798,cubic,4.48,4.48,4.48,
PbNiO3,1.49,0.48,1.36,1.095246917,orthorhombic,5.264,5.479,7.756,
PbNpO3,1.49,0.86,1.36,0.907772219,orthorhombic,6.006,6.204,8.628,
PbOsO3,1.49,0.57,1.36,1.044173226,orthorhombic,5.602,5.659,7.91,
PbPaO3,1.49,0.91,1.36,0.887777236,orthorhombic,6.054,6.297,8.736,
PbPdO3,1.49,0.62,1.36,1.017805215,orthorhombic,5.525,5.783,7.857,
PbPmO3,1.49,0.97,1.36,0.86491602,cubic,4.452,4.452,4.452,
PbPrO3,1.49,0.85,1.36,0.911879786,cubic,4.457,4.457,4.457,
PbPtO3,1.49,0.67,1.36,0.992736121,orthorhombic,5.595,5.806,7.959,
PbPuO3,1.49,0.83,1.36,0.920207455,orthorhombic,5.977,6.161,8.586,
PbRbO3,1.49,1.52,1.36,0.699741086,orthorhombic,5.609,6.55,11.024,
PbReO3,1.49,0.63,1.36,1.012690616,cubic,3.993,3.993,3.993,
PbRhO3,1.49,0.6,1.36,1.028190983,orthorhombic,5.491,5.694,7.82,
PbRuO3,1.49,0.62,1.36,1.017805215,orthorhombic,5.531,5.633,7.878,
PbSbO3,1.49,0.68,1.36,0.987869768,orthorhombic,5.856,5.969,8.357,
PbScO3,1.49,0.75,1.36,0.955096837,orthorhombic,5.582,5.812,8.069,
PbSiO3,1.49,0.4,1.36,1.145030867,tetragonal,3.493,3.493,4.738,
PbSmO3,1.49,0.96,1.36,0.868644106,cubic,4.429,4.429,4.429,
PbSnO3,1.49,0.69,1.36,0.983050891,rhombohedral,5.759,5.759,5.759,
PbSrO3,1.49,1.18,1.36,0.793407215,orthorhombic,6.026,6.104,8.986,
PbTaO3,1.49,0.68,1.36,0.987869768,rhombohedral,5.712,5.712,5.712,
PbTbO3,1.49,0.76,1.36,0.950591663,orthorhombic,5.822,6.068,8.503,
PbTcO3,1.49,0.6,1.36,1.028190983,rhombohedral,5.598,5.598,5.598,
PbTeO3,1.49,0.97,1.36,0.86491602,tetragonal,4.256,4.256,4.495,
PbThO3,1.49,0.94,1.36,0.876197533,orthorhombic,6.109,6.404,8.863,
PbTiO3,1.49,0.61,1.36,1.022971739,tetragonal,3.894,3.894,4.236,
PbTlO3,1.49,1.2,1.36,0.787208721,orthorhombic,5.781,6.031,8.525,
PbTmO3,1.49,0.96,1.36,0.868644106,orthorhombic,5.744,5.996,8.363,
PbUO3,1.49,0.89,1.36,0.89566859,orthorhombic,6.032,6.278,8.711,
PbVO3,1.49,0.58,1.36,1.03879089,tetragonal,3.874,3.874,4.383,
PbWO3,1.49,0.66,1.36,0.997650657,cubic,4.016,4.016,4.016,
PbYO3,1.49,0.9,1.36,0.891705454,orthorhombic,5.791,6.038,8.484,
PbYbO3,1.49,0.95,1.36,0.87240447,cubic,4.205,4.205,4.205,
PbZnO3,1.49,0.74,1.36,0.959644917,orthorhombic,5.318,5.542,8.013,
PbZrO3,1.49,0.72,1.36,0.968872272,orthorhombic,5.8,5.895,8.269,
PdAcO3,0.75,1.12,1.36,0.601611011,orthorhombic,5.948,6.172,8.599,
PdAgO3,0.76,0.75,1.36,0.710457998,cubic,3.99,3.99,3.99,
PdAlO3,0.76,0.54,1.36,0.788982303,cubic,3.662,3.662,3.662,
PdAsO3,0.76,0.58,1.36,0.772714627,cubic,3.767,3.767,3.767,
PdAuO3,0.75,0.93,1.36,0.651526336,cubic,4.028,4.028,4.028,
PdBO3,0.76,0.27,1.36,0.919672623,cubic,3.394,3.394,3.394,
PdBaO3,0.75,1.35,1.36,0.550551774,rhombohedral,6.594,6.594,6.594,
PdBeO3,0.62,0.45,1.36,0.773520125,cubic,3.461,3.461,3.461,
PdBiO3,0.75,0.9,1.36,0.660174915,cubic,4.171,4.171,4.171,
PdCaO3,0.75,1,1.36,0.632201402,rhombohedral,6,6,6,
PdCdO3,0.75,0.95,1.36,0.645885415,cubic,4.09,4.09,4.09,
PdCeO3,0.86,0.87,1.36,0.703935899,orthorhombic,5.847,6.056,8.22,
PdCoO3,0.86,0.53,1.36,0.83056987,cubic,3.695,3.695,3.695,
PdCrO3,0.86,0.55,1.36,0.821872803,cubic,3.772,3.772,3.772,
PdCsO3,0.75,1.67,1.36,0.492407693,orthorhombic,6.351,6.642,9.483,
PdCuO3,0.76,0.54,1.36,0.788982303,cubic,3.704,3.704,3.704,
PdDyO3,0.76,0.91,1.36,0.660381663,cubic,4.33,4.33,4.33,
PdErO3,0.76,0.89,1.36,0.666251723,cubic,4.288,4.288,4.288,
PdEuO3,0.76,0.95,1.36,0.648946483,orthorhombic,5.834,5.856,7.854,
PdFeO3,0.76,0.65,1.36,0.745804167,cubic,3.768,3.768,3.768,
PdGaO3,0.76,0.62,1.36,0.75710423,cubic,3.8,3.8,3.8,
PdGdO3,0.76,0.94,1.36,0.65176799,cubic,4.369,4.369,4.369,
PdGeO3,0.86,0.53,1.36,0.83056987,cubic,3.73,3.73,3.73,
PdHfO3,0.86,0.71,1.36,0.758346403,cubic,4.067,4.067,4.067,
PdHgO3,0.75,1.11,1.36,0.604046684,orthorhombic,5.377,5.587,8.481,
PdHoO3,0.76,0.9,1.36,0.663303706,cubic,4.308,4.308,4.308,
PdInO3,0.76,0.8,1.36,0.694012211,cubic,4.109,4.109,4.109,
PdIrO3,0.86,0.63,1.36,0.788832691,cubic,3.877,3.877,3.877,
PdKO3,0.75,1.38,1.36,0.544523835,orthorhombic,5.907,6.447,9.127,
PdLaO3,0.76,1.03,1.36,0.627224425,orthorhombic,5.815,6.028,8.256,
PdLiO3,0.75,0.76,1.36,0.703771372,cubic,3.547,3.547,3.547,
PdLuO3,0.76,0.86,1.36,0.675255124,cubic,4.206,4.206,4.206,
PdMgO3,0.75,0.72,1.36,0.717305437,cubic,3.791,3.791,3.791,
PdMnO3,0.86,0.53,1.36,0.83056987,cubic,3.771,3.771,3.771,
PdMoO3,0.86,0.65,1.36,0.780983609,orthorhombic,5.258,5.581,7.617,
PdNaO3,0.75,1.02,1.36,0.626888785,cubic,3.952,3.952,3.952,
PdNbO3,0.86,0.68,1.36,0.769498556,orthorhombic,5.391,5.63,7.755,
PdNdO3,0.76,0.98,1.36,0.640626656,cubic,4.475,4.475,4.475,
PdNiO3,0.86,0.48,1.36,0.853139703,cubic,3.684,3.684,3.684,
PdNpO3,0.75,0.86,1.36,0.672069959,cubic,4.539,4.539,4.539,
PdOsO3,0.75,0.57,1.36,0.773054564,orthorhombic,5.251,5.576,7.425,
PdPaO3,0.75,0.91,1.36,0.657266656,tetragonal,4.235,4.477,4.477,
PdPbO3,0.86,0.78,1.36,0.73354068,orthorhombic,5.382,5.752,8.415,
PdPmO3,0.75,0.97,1.36,0.640341334,orthorhombic,5.695,5.937,8.13,
PdPrO3,0.76,0.99,1.36,0.637900586,orthorhombic,5.785,6.016,8.183,
PdPtO3,0.75,0.67,1.36,0.734973058,cubic,3.948,3.948,3.948,
PdPuO3,0.75,0.83,1.36,0.681276396,cubic,4.265,4.265,4.265,
PdRbO3,0.75,1.52,1.36,0.518053926,cubic,4.306,4.306,4.306,
PdReO3,0.86,0.63,1.36,0.788832691,cubic,3.865,3.865,3.865,
PdRhO3,0.86,0.6,1.36,0.80090666,cubic,3.876,3.876,3.876,
PdRuO3,0.86,0.62,1.36,0.792816694,cubic,3.847,3.847,3.847,
PdSbO3,0.86,0.68,1.36,0.769498556,cubic,3.953,3.953,3.953,
PdScO3,0.76,0.75,1.36,0.710457998,cubic,4.022,4.022,4.022,
PdSiO3,0.86,0.4,1.36,0.891918781,cubic,3.564,3.564,3.564,
PdSmO3,0.76,0.96,1.36,0.6461493,cubic,4.398,4.398,4.398,
PdSnO3,0.86,0.69,1.36,0.765744905,cubic,4.018,4.018,4.018,
PdSrO3,0.75,1.18,1.36,0.587399728,rhombohedral,6.077,6.077,6.077,
PdTaO3,0.86,0.68,1.36,0.769498556,orthorhombic,5.416,5.577,7.755,
PdTbO3,0.86,0.76,1.36,0.740460875,cubic,4.349,4.349,4.349,
PdTcO3,0.75,0.6,1.36,0.761222096,orthorhombic,5.218,5.541,7.502,
PdTeO3,0.86,0.97,1.36,0.673724058,cubic,4.025,4.025,4.025,
PdThO3,0.86,0.94,1.36,0.682511763,cubic,4.507,4.507,4.507,
PdTiO3,0.86,0.61,1.36,0.796841144,cubic,3.856,3.856,3.856,
PdTlO3,0.76,0.89,1.36,0.666251723,cubic,4.188,4.188,4.188,
PdTmO3,0.76,0.88,1.36,0.669226061,cubic,4.247,4.247,4.247,
PdUO3,0.86,0.89,1.36,0.697678691,cubic,4.209,4.209,4.209,
PdVO3,0.86,0.58,1.36,0.80916343,cubic,3.767,3.767,3.767,
PdWO3,0.86,0.66,1.36,0.777117354,cubic,3.895,3.895,3.895,
PdYO3,0.76,0.9,1.36,0.663303706,cubic,4.344,4.344,4.344,
PdYbO3,0.76,0.87,1.36,0.672227074,orthorhombic,5.371,5.643,8.172,
PdZnO3,0.75,0.74,1.36,0.710473956,cubic,3.805,3.805,3.805,
PdZrO3,0.86,0.72,1.36,0.754700507,cubic,4.124,4.124,4.124,
PmAcO3,1.14,1.12,1.36,0.712809255,cubic,4.669,4.669,4.669,
PmAgO3,1.14,0.95,1.36,0.765267079,orthorhombic,5.547,6.017,7.895,
PmAlO3,1.14,0.54,1.36,0.930403659,orthorhombic,5.301,5.311,7.496,
PmAsO3,1.14,0.52,1.36,0.940301571,cubic,4.023,4.023,4.023,
PmAuO3,1.14,0.93,1.36,0.771950634,cubic,4.113,4.113,4.113,
PmBO3,1.14,0.27,1.36,1.084519603,cubic,3.524,3.524,3.524,
PmBaO3,1.14,1.35,1.36,0.652312529,orthorhombic,6.055,6.094,10.489,
PmBeO3,1.14,0.45,1.36,0.976666825,cubic,3.605,3.605,3.605,
PmBiO3,1.14,0.9,1.36,0.782197767,cubic,4.383,4.383,4.383,
PmCaO3,1.14,1,1.36,0.749053794,cubic,4.146,4.146,4.146,
PmCdO3,1.14,0.95,1.36,0.765267079,cubic,4.112,4.112,4.112,
PmCeO3,1.14,0.94,1.36,0.768594327,cubic,4.545,4.545,4.545,
PmCoO3,1.14,0.63,1.36,0.888325102,orthorhombic,5.313,5.538,7.629,
PmCrO3,1.14,0.58,1.36,0.911220079,orthorhombic,5.386,5.594,7.716,
PmCsO3,1.14,1.67,1.36,0.583421437,orthorhombic,5.493,6.203,11.34,
PmCuO3,1.14,0.68,1.36,0.866552428,orthorhombic,5.308,5.566,7.55,
PmDyO3,1.14,0.99,1.36,0.752241257,cubic,4.277,4.277,4.277,
PmErO3,1.14,0.89,1.36,0.785674201,cubic,4.229,4.229,4.229,
PmEuO3,1.14,1.06,1.36,0.730482212,cubic,4.266,4.266,4.266,
PmFeO3,1.14,0.67,1.36,0.870821159,orthorhombic,5.405,5.639,7.735,
PmGaO3,1.14,0.62,1.36,0.892811592,orthorhombic,5.389,5.565,7.699,
PmGdO3,1.14,0.94,1.36,0.768594327,cubic,4.33,4.33,4.33,
PmGeO3,1.14,0.63,1.36,0.888325102,orthorhombic,5.466,5.823,7.894,
PmHfO3,1.14,0.71,1.36,0.853993697,orthorhombic,5.574,6.071,7.75,
PmHgO3,1.14,1.11,1.36,0.715695123,cubic,4.203,4.203,4.203,
PmHoO3,1.14,0.9,1.36,0.782197767,cubic,4.254,4.254,4.254,
PmInO3,1.14,0.8,1.36,0.818410626,orthorhombic,5.61,5.928,8.151,
PmIrO3,1.14,0.63,1.36,0.888325102,cubic,3.975,3.975,3.975,
PmKO3,1.14,1.38,1.36,0.645170421,cubic,4.191,4.191,4.191,
PmLaO3,1.14,1.03,1.36,0.739651445,cubic,4.522,4.522,4.522,
PmLiO3,1.14,0.76,1.36,0.833852336,orthorhombic,5.077,5.823,7.439,
PmLuO3,1.14,0.86,1.36,0.79629142,cubic,4.169,4.169,4.169,
PmMgO3,1.14,0.72,1.36,0.849887958,orthorhombic,5.363,5.756,7.701,
PmMnO3,1.14,0.62,1.36,0.892811592,orthorhombic,5.398,5.74,7.639,
