,Formula,eV
1993,TaAgO3,0.020526139
1902,TaBeO3,1.006700913
1851,TaCuO3,0.022701225
1621,TaFeO3,0.511045443
1749,TaHO3,0.067352055
1624,TaInO3,0.169593991
1888,TaSnO3,0.322914649
1821,TaTlO3,0
1863,TaTlO3,0.002355513
1891,TaTlO3,0.107107613
1764,TbAlO3,0.008993924
1625,TbBeO3,0.328921858
1844,TbCO3,0.025093549
1697,TbCoO3,0.009351688
1855,TbCrO3,0
1626,TbCuO3,0.157505641
1627,TbErO3,0.826978412
1850,TbErO3,0.088669302
1698,TbFeO3,0
1532,TbGaO3,0.105860681
1859,TbGaO3,0.046798507
1857,TbGdO3,0.096505477
1985,TbGeO3,0.617972068
1848,TbHoO3,0.095679535
1872,TbInO3,0.056436212
1834,TbLuO3,0.066252138
1628,TbMgO3,0.444882928
1718,TbMnO3,0
1629,TbNiO3,0.311207179
1849,TbNiO3,0
1875,TbNiO3,0.042559502
1630,TbOsO3,0.728842411
1803,TbRhO3,0
1743,TbScO3,0.020829406
1631,TbSiO3,0.709765814
1854,TbSmO3,0.082833466
1632,TbTeO3,1.100985667
1868,TbTiO3,0.056581919
1862,TbTmO3,0.079894605
1633,TbVO3,0.54526911
1789,TbVO3,0
1794,TcO3F,0.019074337
1823,TcPbO3,0.062781799
1634,TcSnO3,0.330910112
1653,TeHO3,0
1810,TeHO3,0.026901038
1811,TeHO3,0.032959811
1812,TeHO3,0.026904481
1813,TeHO3,0.043223841
1814,TeHO3,0.033537214
1781,TePbO3,0
1791,TePbO3,0.002716114
1981,TePdO3,0.62198646
1636,ThBeO3,0.402862858
1635,ThBO3,1.189673125
1643,ThCuO3,0.525384649
1640,ThMoO3,0.917210264
1638,ThPdO3,0.937666281
1644,ThReO3,1.102048659
1637,ThSiO3,1.108192907
1639,ThWO3,1.148694359
1670,TiAlO3,0.238179066
1881,TiAlO3,0.06582911
1997,TiAlO3,0.992780441
1998,TiAlO3,0.25547304
1999,TiAlO3,0.26074033
1641,TiBeO3,1.030488102
1897,TiBO3,0.073194366
1501,TiCdO3,0.197465661
1677,TiCdO3,0
1679,TiCdO3,0.042053028
1713,TiCdO3,0.03937774
1723,TiCdO3,2.011227749
1774,TiCdO3,0.039072838
1696,TiCoO3,0
1845,TiCrO3,0.105497013
1853,TiCrO3,0.112525272
1546,TiCuO3,0.251963773
1642,TiCuO3,0.538507965
1689,TiFeO3,0.110643892
1694,TiFeO3,0.022655666
1702,TiFeO3,0.06314069
1824,TiFeO3,0.048311417
2128,TiFeO3,0
2256,TiGeO3,0.041306402
2001,TiHgO3,0.234697078
2237,TiHgO3,0.102608391
2121,TiMnO3,0
2126,TiMnO3,0.033573468
2162,TiMnO3,0.056192149
2191,TiMnO3,0.195364485
2116,TiNiO3,0
2154,TiNiO3,0.035762126
2185,TiNiO3,0.019123001
2188,TiNiO3,0.016947968
2189,TiNiO3,0.01892884
2260,TiNiO3,0.013897976
2130,TiPbO3,0.03983538
2133,TiPbO3,0
2014,TiSnO3,0.157699158
2202,TiSnO3,0
2047,TiTeO3,0.595048339
2105,TiVO3,0
2195,TiVO3,0.029340217
2220,TiVO3,0.004188311
2010,TiZnO3,0.536267095
2020,TiZnO3,0.054942206
2108,TiZnO3,0.028111062
2181,TiZnO3,0.09871609
2328,TiZnO3,0.103353431
2049,TlBO3,1.111208648
2146,TlBrO3,0.008281126
2145,TlClO3,0.023531187
2221,TlCoO3,0.090583427
2226,TlCoO3,0.117437987
2249,TlCoO3,0.105282061
2045,TlCuO3,0.309975344
2153,TlFeO3,0.06355344
2044,TlGaO3,0.430396651
2229,TlGaO3,0.068725017
2055,TlGeO3,0.32492526
2054,TlHgO3,0.591620298
2141,TlIO3,0
2158,TlIO3,0.242011718
2022,TlNiO3,0.452656205
2038,TlNiO3,0.063593139
2114,TlNiO3,0.063102173
2278,TlNiO3,0.292857983
2279,TlNiO3,0.249598495
2164,TlNO3,0.003912319
2172,TlNO3,0
2184,TlNO3,0.717006317
2142,TlPO3,0
2163,TlPO3,0.012342395
2147,TlSbO3,0.000993649
2165,TlSbO3,0
2168,TlSbO3,0.134270529
2053,TlSiO3,0.534680029
2068,TlTcO3,0.035471647
2137,TlVO3,0.006706277
2067,TlWO3,0.15572643
2028,TmAlO3,0.076319496
2224,TmAlO3,0.019112641
2275,TmBeO3,0.399664778
2203,TmBiO3,0.029877873
2214,TmBiO3,0.053464581
2112,TmBO3,0.318516884
2236,TmBO3,0.03043399
2169,TmCoO3,0.025889723
2064,TmCrO3,0.400297048
2255,TmCrO3,0
2134,TmFeO3,0.014158104
2166,TmFeO3,0
2029,TmGaO3,0.028622615
2205,TmGaO3,0.050727915
2244,TmGaO3,0.006695786
2069,TmGeO3,0.750969198
2027,TmInO3,0.086819521
2159,TmMnO3,0
2160,TmMnO3,0.040954834
2033,TmNiO3,0.002337825
2120,TmNiO3,0
2100,TmRhO3,0
2058,TmScO3,0.62891911
2099,TmScO3,0.049581222
2243,TmSeO3,0.022671573
2217,TmTiO3,0.062224468
2030,TmTlO3,0.08897698
2215,TmVO3,0
2274,UAlO3,0.191127646
2077,UBeO3,0.450779956
2082,UBO3,0.993276827
2074,UHgO3,0.24876548
2080,UIrO3,1.36996214
2070,UPdO3,0.44053363
2079,UReO3,1.069956007
2078,USiO3,0.800860224
2081,UTcO3,0.899386014
2072,UTiO3,0.326616092
2262,UTlO3,0
2035,VAgO3,0
2167,VAgO3,0.001590652
2174,VAgO3,0.011235705
2073,VBiO3,0.270536673
2225,VBiO3,0.010828584
2119,VBO3,0
2008,VCdO3,0.250033051
2139,VCdO3,0.056024408
2161,VCdO3,0
2075,VCoO3,0.540303044
2092,VCoO3,0.004213109
2031,VCrO3,0.004776163
2104,VCrO3,0.006743512
2196,VCrO3,0.005726471
2198,VCrO3,0.005282994
2216,VCrO3,0.006741334
2230,VCrO3,0.008550572
2250,VCrO3,0.007353584
2251,VCrO3,0.003636027
2252,VCrO3,0.00566967
2253,VCrO3,0.005535907
2254,VCrO3,0.005778341
2032,VCuO3,0.123031889
2151,VCuO3,0.062326527
2171,VCuO3,0.075460262
2219,VGaO3,0.093355253
2212,VGeO3,0.059524133
2013,VHgO3,0.312451454
2143,VHgO3,0
2037,VHO3,0.063283653
2175,VHO3,0.046914046
2176,VHO3,0.02282968
2177,VHO3,0.046972188
2178,VHO3,0.068032264
2179,VHO3,0.183682888
2180,VHO3,0.298123072
2270,VIrO3,1.227791875
2091,VNiO3,0.021535652
2036,VNO3,0.337210267
2076,VOsO3,1.054383145
2018,VPbO3,0.11986602
2131,VPbO3,0.027371884
2272,VPtO3,0.837260516
2206,VSiO3,0.031880842
2101,VSnO3,0.268148634
2023,VTeO3,0.599857865
2012,VZnO3,0.541357514
2308,VZnO3,0.079253352
2021,YAgO3,0.630003764
2290,YAgO3,0.077693266
2304,YAgO3,0.582602064
2315,YAgO3,0.00957195
2148,YAlO3,0.018669364
2223,YAlO3,0.045645581
2228,YAlO3,0.060194703
2258,YAlO3,0.102088622
2090,YbAlO3,0.000224242
2232,YbAlO3,0
2234,YbAlO3,0.124384003
2086,YbAuO3,0.273943058
2085,YbBeO3,0.237175018
2025,YbBiO3,0
2186,YbBiO3,0.055913807
2102,YbBO3,0.060158474
2109,YbBO3,0.140982598
2156,YbBO3,0
2097,YbCeO3,0.121935797
2213,YbCO3,0
2231,YbCO3,0.050236003
2187,YbCoO3,0
2063,YbCrO3,0.138223738
2096,YbCrO3,0
2060,YbCuO3,0.127192148
2071,YbEuO3,0.559213244
2129,YbFeO3,0
2059,YbGaO3,0.116434219
2095,YbGaO3,0.035994807
2263,YbGeO3,0
2257,YbHfO3,0
2061,YbInO3,0.383445818
2199,YBiO3,0.046960968
2241,YBiO3,0.032287995
2288,YBiO3,1.102367439
2305,YBiO3,0.16469173
2309,YBiO3,0.154162948
2316,YBiO3,0.119026638
2271,YbMgO3,0.310718534
2125,YbMnO3,0.201844708
2138,YbMnO3,0
2065,YbNbO3,0.019661492
2066,YbNiO3,0.081524508
2124,YbNiO3,0
2144,YBO3,0
2235,YBO3,0.085418333
2062,YbPdO3,0.187531434
2094,YbPrO3,0.122623602
2043,YbPtO3,0.292504048
2057,YbPuO3,0.41090683
2056,YbReO3,0.142474139
2093,YbRhO3,0
2048,YbScO3,0.268219756
2051,YbSiO3,0
2192,YbSmO3,0.129060399
2050,YbSnO3,0.125551784
2042,YbTaO3,0.025368507
2052,YbTcO3,0.074035583
2194,YbTiO3,0.051479851
2200,YbTiO3,0
2261,YbTiO3,0.096808506
2268,YbTmO3,0.477355392
2190,YbVO3,0
2046,YbWO3,0.219797283
2083,YbZnO3,0.211888185
2140,YCoO3,0.020824279
2286,YCoO3,0.248344606
2320,YCoO3,0.136186664
2322,YCoO3,0.048871399
2115,YCrO3,0
2117,YCrO3,0.302066319
2319,YCrO3,0.2023756
2323,YCrO3,0.157603986
2284,YCuO3,0.21889974
2291,YCuO3,0.019953451
2314,YCuO3,0.010827304
2210,YErO3,0.097154361
2136,YFeO3,0
2283,YFeO3,0.328590644
2317,YFeO3,0.022253334
2321,YFeO3,0.002615653
2113,YGaO3,0.027159736
2246,YHoO3,0.088900671
2152,YInO3,0.00463956
2026,YLuO3,0.07545188
2201,YLuO3,0.072834567
2122,YMnO3,0.020802172
2127,YMnO3,0
2135,YMnO3,0.023481195
2280,YMnO3,0.322850869
2294,YMoO3,0
2302,YMoO3,0.575037185
2318,YMoO3,0.198351576
2324,YMoO3,0.150233747
2123,YNiO3,0
2296,YNiO3,0.231256983
2301,YNiO3,0.202431156
2327,YNiO3,0.06762076
2276,YOsO3,0.734172133
2098,YRhO3,0
2281,YSbO3,0.998068905
2298,YSbO3,0.311972129
2300,YSbO3,0.25535757
2312,YSbO3,0.238605123
2211,YScO3,0.027909851
2245,YScO3,0.030602361
2247,YScO3,0.019656814
2248,YSeO3,0
2084,YSiO3,0.729912685
2292,YSnO3,0.190348171
2303,YSnO3,0.809265366
2306,YSnO3,0.200491176
2313,YSnO3,0.178513643
2149,YTiO3,0.060042093
2282,YTiO3,0.302619882
2293,YTiO3,0.077729754
2311,YTiO3,0.055099694
2197,YTmO3,0.088225527
2240,YTmO3,0.002798657
2242,YTmO3,0.076042105
2118,YVO3,0
2285,YVO3,0.353112257
2289,YVO3,0.153924722
2325,YVO3,0.08258249
2297,YWO3,0.811888291
2299,YWO3,0.227894097
2310,YWO3,0.41342578
2326,YWO3,0.398366895
2103,YZrO3,0.132983196
2239,YZrO3,0.090889104
2264,ZnAuO3,0.782469045
2266,ZnBiO3,0.381067402
2329,ZnBiO3,0.080219206
2265,ZnBO3,1.126016274
2277,ZnCO3,0
2193,ZnCoO3,0.044858059
2233,ZnCoO3,0.067175821
2307,ZnCoO3,0.140589563
2331,ZnCrO3,0.137662732
2024,ZnCuO3,0.603303532
2209,ZnFeO3,0.108606417
2218,ZnFeO3,0.111400768
2295,ZnFeO3,0.155899011
2267,ZnGaO3,0.729867284
2011,ZnGeO3,0.590690156
2016,ZnGeO3,0.107092474
2259,ZnGeO3,0.034688486
2009,ZnIrO3,0.761718734
2332,ZnMoO3,0.083595851
2333,ZnNiO3,0.181680128
2000,ZnOsO3,0.55852081
2019,ZnPbO3,0.018082402
2005,ZnRhO3,0.76635073
2330,ZnSbO3,0.160820716
2150,ZnSeO3,0.06186777
2155,ZnSeO3,0
2004,ZnSiO3,0.578280307
2015,ZnSiO3,0.147812049
2034,ZnSiO3,0.036630917
2170,ZnSiO3,0.05721831
2173,ZnSiO3,0.053606783
2182,ZnSiO3,0.057173606
2007,ZnSnO3,0.712505583
2107,ZnSnO3,0.041167773
2110,ZnSnO3,0.054529699
2287,ZnSnO3,0.082594979
2111,ZnTeO3,0.000917297
2334,ZnWO3,0.161013294
2335,ZnWO3,0.477305122
2269,ZrAlO3,0.517023738
2087,ZrBeO3,0.663535915
2106,ZrBeO3,1.631329791
2089,ZrBO3,1.163684937
2002,ZrCdO3,0.345396299
2227,ZrCoO3,0.082383245
2238,ZrCoO3,0.091775954
2208,ZrCrO3,0.079771783
2003,ZrHgO3,0.348580654
2204,ZrMnO3,0.026882798
2207,ZrMnO3,0.029668769
2088,ZrNiO3,1.164533243
2273,ZrOsO3,1.460159085
2017,ZrPbO3,0.08242469
2132,ZrPbO3,0.032805476
2157,ZrPbO3,0.025671764
2183,ZrPbO3,0.030122912
2222,ZrPbO3,0.034689942
2039,ZrSiO3,1.077047161
2041,ZrTiO3,0.724931975
2040,ZrTlO3,0.236132733
2006,ZrZnO3,0.759047436
